Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
Bharath s,honestly this barkha was an asshole who din ask him y he was cancelling the plan or she din even understand sometimes u hav to do things to please ppl in the office grow up from this stupid anniversaries bullshit,0,1,2020-11-17T06:26:15Z,17,6,11,"['honestly', 'this', 'barkha', 'was', 'an', 'asshole', 'who', 'din', 'ask', 'him', 'y', 'he', 'was', 'cancelling', 'the', 'plan', 'or', 'she', 'din', 'even', 'understand', 'sometimes', 'u', 'hav', 'to', 'do', 'things', 'to', 'please', 'ppl', 'in', 'the', 'office', 'grow', 'up', 'from', 'this', 'stupid', 'anniversaries', 'bullshit']","['honest', 'this', 'barkha', 'was', 'an', 'asshol', 'who', 'din', 'ask', 'him', 'y', 'he', 'was', 'cancel', 'the', 'plan', 'or', 'she', 'din', 'even', 'understand', 'sometim', 'u', 'hav', 'to', 'do', 'thing', 'to', 'pleas', 'ppl', 'in', 'the', 'offic', 'grow', 'up', 'from', 'this', 'stupid', 'anniversari', 'bullshit']",-0.6486,0.2,0.6890000000000001,0.111,-0.1,0.95,0.525,1,0,neu
DHRUTI RAJPUT,just saw the episode we all go through this phase in our lives at a moment i thought omg y r they fighting but the end with the brownie was so cute ya shud apply this in real life also well really nice one again cheers to ayush and barkha u both rock,2,1,2020-11-17T05:59:23Z,17,5,11,"['just', 'saw', 'the', 'episode', 'we', 'all', 'go', 'through', 'this', 'phase', 'in', 'our', 'lives', 'at', 'a', 'moment', 'i', 'thought', 'omg', 'y', 'r', 'they', 'fighting', 'but', 'the', 'end', 'with', 'the', 'brownie', 'was', 'so', 'cute', 'ya', 'shud', 'apply', 'this', 'in', 'real', 'life', 'also', 'well', 'really', 'nice', 'one', 'again', 'cheers', 'to', 'ayush', 'and', 'barkha', 'u', 'both', 'rock']","['just', 'saw', 'the', 'episod', 'we', 'all', 'go', 'through', 'this', 'phase', 'in', 'our', 'live', 'at', 'a', 'moment', 'i', 'thought', 'omg', 'y', 'r', 'they', 'fight', 'but', 'the', 'end', 'with', 'the', 'browni', 'was', 'so', 'cute', 'ya', 'shud', 'appli', 'this', 'in', 'real', 'life', 'also', 'well', 'realli', 'nice', 'one', 'again', 'cheer', 'to', 'ayush', 'and', 'barkha', 'u', 'both', 'rock']",0.9476,0.028999999999999998,0.705,0.266,0.43333333329999996,0.7666666667,0.2641509434,1,1,neu
Birva Dholakiya,the last scene was so heart touching it literally gave me goosebumps when sanya just smartly asked him what happened whether to check if he was lying or not this things should often be their in romantic web series and movies to make the young generation realise that being in a relationship is never so smooth there are always ups and downs loved the episode and always loads of love for barkha and aayush,9,1,2020-11-17T04:01:39Z,17,4,11,"['the', 'last', 'scene', 'was', 'so', 'heart', 'touching', 'it', 'literally', 'gave', 'me', 'goosebumps', 'when', 'sanya', 'just', 'smartly', 'asked', 'him', 'what', 'happened', 'whether', 'to', 'check', 'if', 'he', 'was', 'lying', 'or', 'not', 'this', 'things', 'should', 'often', 'be', 'their', 'in', 'romantic', 'web', 'series', 'and', 'movies', 'to', 'make', 'the', 'young', 'generation', 'realise', 'that', 'being', 'in', 'a', 'relationship', 'is', 'never', 'so', 'smooth', 'there', 'are', 'always', 'ups', 'and', 'downs', 'loved', 'the', 'episode', 'and', 'always', 'loads', 'of', 'love', 'for', 'barkha', 'and', 'aayush']","['the', 'last', 'scene', 'was', 'so', 'heart', 'touch', 'it', 'liter', 'gave', 'me', 'goosebump', 'when', 'sanya', 'just', 'smart', 'ask', 'him', 'what', 'happen', 'whether', 'to', 'check', 'if', 'he', 'was', 'lie', 'or', 'not', 'this', 'thing', 'should', 'often', 'be', 'their', 'in', 'romant', 'web', 'seri', 'and', 'movi', 'to', 'make', 'the', 'young', 'generat', 'realis', 'that', 'be', 'in', 'a', 'relationship', 'is', 'never', 'so', 'smooth', 'there', 'are', 'alway', 'up', 'and', 'down', 'love', 'the', 'episod', 'and', 'alway', 'load', 'of', 'love', 'for', 'barkha', 'and', 'aayush']",0.872,0.04,0.8029999999999999,0.157,0.3017857143,0.5011904762,0.39189189189999996,1,1,neu
Realistic Dude,when barkha ayush are on the screen sometimes i feel like they are portraying the exact scene which has happened in my life,8,1,2020-11-16T21:13:53Z,16,21,11,"['when', 'barkha', 'ayush', 'are', 'on', 'the', 'screen', 'sometimes', 'i', 'feel', 'like', 'they', 'are', 'portraying', 'the', 'exact', 'scene', 'which', 'has', 'happened', 'in', 'my', 'life']","['when', 'barkha', 'ayush', 'are', 'on', 'the', 'screen', 'sometim', 'i', 'feel', 'like', 'they', 'are', 'portray', 'the', 'exact', 'scene', 'which', 'has', 'happen', 'in', 'my', 'life']",0.3612,0.0,0.894,0.106,0.25,0.25,0.6521739129999999,1,1,neu
VADISH choudhary,whenever i see ayush and barkha i only remember one dialogue barkha yaar,1,0,2020-11-16T17:47:39Z,16,17,11,"['whenever', 'i', 'see', 'ayush', 'and', 'barkha', 'i', 'only', 'remember', 'one', 'dialogue', 'barkha', 'yaar']","['whenev', 'i', 'see', 'ayush', 'and', 'barkha', 'i', 'onli', 'rememb', 'one', 'dialogu', 'barkha', 'yaar']",0.0,0.0,1.0,0.0,0.0,1.0,0.07692307692000001,0,1,neu
Harshad Ghataliya,when there is conflict between saurya and barkha it doesn t feels good anyways it could be demand of script well done both of you i really like your performances looking forward to see you both together stay safe stay happy happy diwali,0,0,2020-11-16T17:24:43Z,16,17,11,"['when', 'there', 'is', 'conflict', 'between', 'saurya', 'and', 'barkha', 'it', 'doesn', 't', 'feels', 'good', 'anyways', 'it', 'could', 'be', 'demand', 'of', 'script', 'well', 'done', 'both', 'of', 'you', 'i', 'really', 'like', 'your', 'performances', 'looking', 'forward', 'to', 'see', 'you', 'both', 'together', 'stay', 'safe', 'stay', 'happy', 'happy', 'diwali']","['when', 'there', 'is', 'conflict', 'between', 'saurya', 'and', 'barkha', 'it', 'doesn', 't', 'feel', 'good', 'anyway', 'it', 'could', 'be', 'demand', 'of', 'script', 'well', 'done', 'both', 'of', 'you', 'i', 'realli', 'like', 'your', 'perform', 'look', 'forward', 'to', 'see', 'you', 'both', 'togeth', 'stay', 'safe', 'stay', 'happi', 'happi', 'diwali']",0.9359,0.069,0.601,0.33,0.6,0.66,0.6744186047,0,0,neu
Smile Please,plot ki demand thi bas isliye vinod itne sare logo ko chodke sirf barkha se puchne aaya,1,0,2020-11-16T16:59:42Z,16,16,11,"['plot', 'ki', 'demand', 'thi', 'bas', 'isliye', 'vinod', 'itne', 'sare', 'logo', 'ko', 'chodke', 'sirf', 'barkha', 'se', 'puchne', 'aaya']","['plot', 'ki', 'demand', 'thi', 'bas', 'isliy', 'vinod', 'itn', 'sare', 'logo', 'ko', 'chodk', 'sirf', 'barkha', 'se', 'puchn', 'aaya']",-0.128,0.086,0.914,0.0,0.0,0.0,0.1764705882,0,1,neu
Namrata,17 19 if only she wouldn t have said like ratna does he probably would have calmed down and that text in the end shaurya yaar why hide again great episode watching ayush and barkha together doesn t even make me feel like i m watching a webseries their acting is so top notch it s like i m watching excerpts from my own previous relationships almost like flashbacks that last scene even though the lighting is dim you can clearly see barkha s expressions the movement of her eyelids the heavy breaths she takes that s exactly how someone would react in reality and it has been translated so beautifully on to the screen kudos to the director and everyone else that has worked so hard on this series,5,0,2020-11-16T11:47:42Z,16,11,11,"['17', '19', 'if', 'only', 'she', 'wouldn', 't', 'have', 'said', 'like', 'ratna', 'does', 'he', 'probably', 'would', 'have', 'calmed', 'down', 'and', 'that', 'text', 'in', 'the', 'end', 'shaurya', 'yaar', 'why', 'hide', 'again', 'great', 'episode', 'watching', 'ayush', 'and', 'barkha', 'together', 'doesn', 't', 'even', 'make', 'me', 'feel', 'like', 'i', 'm', 'watching', 'a', 'webseries', 'their', 'acting', 'is', 'so', 'top', 'notch', 'it', 's', 'like', 'i', 'm', 'watching', 'excerpts', 'from', 'my', 'own', 'previous', 'relationships', 'almost', 'like', 'flashbacks', 'that', 'last', 'scene', 'even', 'though', 'the', 'lighting', 'is', 'dim', 'you', 'can', 'clearly', 'see', 'barkha', 's', 'expressions', 'the', 'movement', 'of', 'her', 'eyelids', 'the', 'heavy', 'breaths', 'she', 'takes', 'that', 's', 'exactly', 'how', 'someone', 'would', 'react', 'in', 'reality', 'and', 'it', 'has', 'been', 'translated', 'so', 'beautifully', 'on', 'to', 'the', 'screen', 'kudos', 'to', 'the', 'director', 'and', 'everyone', 'else', 'that', 'has', 'worked', 'so', 'hard', 'on', 'this', 'series']","['17', '19', 'if', 'onli', 'she', 'wouldn', 't', 'have', 'said', 'like', 'ratna', 'doe', 'he', 'probabl', 'would', 'have', 'calm', 'down', 'and', 'that', 'text', 'in', 'the', 'end', 'shaurya', 'yaar', 'whi', 'hide', 'again', 'great', 'episod', 'watch', 'ayush', 'and', 'barkha', 'togeth', 'doesn', 't', 'even', 'make', 'me', 'feel', 'like', 'i', 'm', 'watch', 'a', 'webseri', 'their', 'act', 'is', 'so', 'top', 'notch', 'it', 's', 'like', 'i', 'm', 'watch', 'excerpt', 'from', 'my', 'own', 'previous', 'relationship', 'almost', 'like', 'flashback', 'that', 'last', 'scene', 'even', 'though', 'the', 'light', 'is', 'dim', 'you', 'can', 'clear', 'see', 'barkha', 's', 'express', 'the', 'movement', 'of', 'her', 'eyelid', 'the', 'heavi', 'breath', 'she', 'take', 'that', 's', 'exact', 'how', 'someon', 'would', 'react', 'in', 'realiti', 'and', 'it', 'has', 'been', 'translat', 'so', 'beauti', 'on', 'to', 'the', 'screen', 'kudo', 'to', 'the', 'director', 'and', 'everyon', 'els', 'that', 'has', 'work', 'so', 'hard', 'on', 'this', 'seri']",0.9782,0.025,0.764,0.21100000000000002,0.17043650789999998,0.4962301587,0.2692307692,0,1,neu
arshadul haque,ayush and barkha s acting is so good we all should appricient them don t you think,0,0,2020-11-16T10:01:30Z,16,10,11,"['ayush', 'and', 'barkha', 's', 'acting', 'is', 'so', 'good', 'we', 'all', 'should', 'appricient', 'them', 'don', 't', 'you', 'think']","['ayush', 'and', 'barkha', 's', 'act', 'is', 'so', 'good', 'we', 'all', 'should', 'apprici', 'them', 'don', 't', 'you', 'think']",0.5777,0.0,0.789,0.21100000000000002,0.35,0.3,0.0,0,0,neu
GARIMA TOMER,what s barkha s job in this series,0,0,2020-11-16T03:42:27Z,16,3,11,"['what', 's', 'barkha', 's', 'job', 'in', 'this', 'series']","['what', 's', 'barkha', 's', 'job', 'in', 'this', 'seri']",0.0,0.0,1.0,0.0,0.0,0.0,1.125,0,0,neu
Dua Malik,i am from pakistan and seriously i love your web series dice media i never watch any of web series accept yours i feel so attached barkha and ayusg are the bestt lots of love and wishes from pakistan,0,0,2020-11-16T02:22:17Z,16,2,11,"['i', 'am', 'from', 'pakistan', 'and', 'seriously', 'i', 'love', 'your', 'web', 'series', 'dice', 'media', 'i', 'never', 'watch', 'any', 'of', 'web', 'series', 'accept', 'yours', 'i', 'feel', 'so', 'attached', 'barkha', 'and', 'ayusg', 'are', 'the', 'bestt', 'lots', 'of', 'love', 'and', 'wishes', 'from', 'pakistan']","['i', 'am', 'from', 'pakistan', 'and', 'serious', 'i', 'love', 'your', 'web', 'seri', 'dice', 'media', 'i', 'never', 'watch', 'ani', 'of', 'web', 'seri', 'accept', 'your', 'i', 'feel', 'so', 'attach', 'barkha', 'and', 'ayusg', 'are', 'the', 'bestt', 'lot', 'of', 'love', 'and', 'wish', 'from', 'pakistan']",0.8979,0.038,0.677,0.284,0.5,0.6,0.8205128205,0,0,neu
Karan Kamath  G L,admit the fact that 99 9 people here are single and came for barkha,3,2,2020-11-15T22:16:23Z,15,22,11,"['admit', 'the', 'fact', 'that', '99', '9', 'people', 'here', 'are', 'single', 'and', 'came', 'for', 'barkha']","['admit', 'the', 'fact', 'that', '99', '9', 'peopl', 'here', 'are', 'singl', 'and', 'came', 'for', 'barkha']",0.2023,0.0,0.87,0.13,-0.07142857142999999,0.21428571429999999,0.14285714289999998,1,1,neu
Jimut Kumar Sahoo,i have just fallen in love with the statement which ayush says barkha yaar,6,0,2020-11-15T21:09:18Z,15,21,11,"['i', 'have', 'just', 'fallen', 'in', 'love', 'with', 'the', 'statement', 'which', 'ayush', 'says', 'barkha', 'yaar']","['i', 'have', 'just', 'fallen', 'in', 'love', 'with', 'the', 'statement', 'which', 'ayush', 'say', 'barkha', 'yaar']",0.4019,0.141,0.621,0.237,0.5,0.6,0.42857142859999997,0,1,neu
Meghna,barkha was right ratna is really well put together sharurya needs to reach a middle ground between getting people to do their work and having some personal time as well,0,0,2020-11-15T18:58:37Z,15,18,11,"['barkha', 'was', 'right', 'ratna', 'is', 'really', 'well', 'put', 'together', 'sharurya', 'needs', 'to', 'reach', 'a', 'middle', 'ground', 'between', 'getting', 'people', 'to', 'do', 'their', 'work', 'and', 'having', 'some', 'personal', 'time', 'as', 'well']","['barkha', 'was', 'right', 'ratna', 'is', 'realli', 'well', 'put', 'togeth', 'sharurya', 'need', 'to', 'reach', 'a', 'middl', 'ground', 'between', 'get', 'peopl', 'to', 'do', 'their', 'work', 'and', 'have', 'some', 'person', 'time', 'as', 'well']",0.5975,0.0,0.815,0.185,0.1214285714,0.25892857140000003,0.06666666667,0,0,neu
WiMPY GUY,their barkha ayush chemistry is awesome,0,0,2020-11-15T18:16:35Z,15,18,11,"['their', 'barkha', 'ayush', 'chemistry', 'is', 'awesome']","['their', 'barkha', 'ayush', 'chemistri', 'is', 'awesom']",0.6249,0.0,0.5489999999999999,0.451,1.0,1.0,0.3333333333,0,0,neu
Prerna Kandari,barkha just don t loose yourself in the processalso i love the character ratna,0,0,2020-11-15T18:02:52Z,15,18,11,"['barkha', 'just', 'don', 't', 'loose', 'yourself', 'in', 'the', 'processalso', 'i', 'love', 'the', 'character', 'ratna']","['barkha', 'just', 'don', 't', 'loos', 'yourself', 'in', 'the', 'processalso', 'i', 'love', 'the', 'charact', 'ratna']",0.4404,0.139,0.606,0.255,0.2115384615,0.4346153846,0.5714285714,0,0,neu
Nissi John,bricks reminds me of barkhas habit of eating chalklove you guys,0,0,2020-11-15T17:11:35Z,15,17,11,"['bricks', 'reminds', 'me', 'of', 'barkhas', 'habit', 'of', 'eating', 'chalklove', 'you', 'guys']","['brick', 'remind', 'me', 'of', 'barkha', 'habit', 'of', 'eat', 'chalklov', 'you', 'guy']",0.0,0.0,1.0,0.0,0.0,0.0,0.09090909091,0,0,neu
Snehadeepti Kerketta,i love this series and ayush and barkha are just lovvvveeee cutipies,0,0,2020-11-15T15:14:38Z,15,15,11,"['i', 'love', 'this', 'series', 'and', 'ayush', 'and', 'barkha', 'are', 'just', 'lovvvveeee', 'cutipies']","['i', 'love', 'this', 'seri', 'and', 'ayush', 'and', 'barkha', 'are', 'just', 'lovvvveee', 'cutipi']",0.6369,0.0,0.7040000000000001,0.29600000000000004,0.5,0.6,0.5,0,0,neu
Sampada s,5 27 barkha forgot to shut it down,0,0,2020-11-15T15:14:38Z,15,15,11,"['5', '27', 'barkha', 'forgot', 'to', 'shut', 'it', 'down']","['5', '27', 'barkha', 'forgot', 'to', 'shut', 'it', 'down']",0.0,0.0,1.0,0.0,-0.1555555556,0.28888888890000003,0.0,0,0,neu
Kokila S,why is barkha so dull and too thin i should say,0,0,2020-11-15T14:26:42Z,15,14,11,"['why', 'is', 'barkha', 'so', 'dull', 'and', 'too', 'thin', 'i', 'should', 'say']","['whi', 'is', 'barkha', 'so', 'dull', 'and', 'too', 'thin', 'i', 'should', 'say']",-0.541,0.27899999999999997,0.721,0.0,-0.3458333333,0.675,0.1818181818,0,0,neu
Yaba,barkha is so pretty,0,0,2020-11-15T09:19:59Z,15,9,11,"['barkha', 'is', 'so', 'pretty']","['barkha', 'is', 'so', 'pretti']",0.6269,0.0,0.42200000000000004,0.578,0.25,1.0,1.0,0,0,pos
Shreya Yadav,barkha and ayush look so cute together huge fan of you,0,0,2020-11-15T08:15:47Z,15,8,11,"['barkha', 'and', 'ayush', 'look', 'so', 'cute', 'together', 'huge', 'fan', 'of', 'you']","['barkha', 'and', 'ayush', 'look', 'so', 'cute', 'togeth', 'huge', 'fan', 'of', 'you']",0.8285,0.0,0.478,0.522,0.45,0.95,0.5454545454999999,0,0,pos
Shivam Dixit,i came here because for barkha but eventually fall in love with this web series,1,0,2020-11-15T07:34:54Z,15,7,11,"['i', 'came', 'here', 'because', 'for', 'barkha', 'but', 'eventually', 'fall', 'in', 'love', 'with', 'this', 'web', 'series']","['i', 'came', 'here', 'becaus', 'for', 'barkha', 'but', 'eventu', 'fall', 'in', 'love', 'with', 'this', 'web', 'seri']",0.7783,0.0,0.691,0.309,0.5,0.6,0.8666666667,0,1,neu
Sakshi Tilokani,what commendable actors ayush and barkha are and the characters potrayed are so beautiful to watch loving the series,0,0,2020-11-15T07:08:02Z,15,7,11,"['what', 'commendable', 'actors', 'ayush', 'and', 'barkha', 'are', 'and', 'the', 'characters', 'potrayed', 'are', 'so', 'beautiful', 'to', 'watch', 'loving', 'the', 'series']","['what', 'commend', 'actor', 'ayush', 'and', 'barkha', 'are', 'and', 'the', 'charact', 'potray', 'are', 'so', 'beauti', 'to', 'watch', 'love', 'the', 'seri']",0.8718,0.0,0.657,0.34299999999999997,0.725,0.975,0.5263157895,0,0,neu
Santosh Bhatkar,really good acting ayush it was too natural and too good bollywood se kafi achhi acting ko hai aapne aur barkha apne bhi nice series nice content vinod is very cool character today s episode was to real which happend in my life,0,0,2020-11-15T06:49:44Z,15,6,11,"['really', 'good', 'acting', 'ayush', 'it', 'was', 'too', 'natural', 'and', 'too', 'good', 'bollywood', 'se', 'kafi', 'achhi', 'acting', 'ko', 'hai', 'aapne', 'aur', 'barkha', 'apne', 'bhi', 'nice', 'series', 'nice', 'content', 'vinod', 'is', 'very', 'cool', 'character', 'today', 's', 'episode', 'was', 'to', 'real', 'which', 'happend', 'in', 'my', 'life']","['realli', 'good', 'act', 'ayush', 'it', 'was', 'too', 'natur', 'and', 'too', 'good', 'bollywood', 'se', 'kafi', 'achhi', 'act', 'ko', 'hai', 'aapn', 'aur', 'barkha', 'apn', 'bhi', 'nice', 'seri', 'nice', 'content', 'vinod', 'is', 'veri', 'cool', 'charact', 'today', 's', 'episod', 'was', 'to', 'real', 'which', 'happend', 'in', 'my', 'life']",0.9440000000000001,0.0,0.6779999999999999,0.322,0.3727777778,0.5272222222,0.23255813949999998,0,0,neu
Harshil Ahir,make it 10 episode big love to ayush and barkha,0,0,2020-11-15T06:08:26Z,15,6,11,"['make', 'it', '10', 'episode', 'big', 'love', 'to', 'ayush', 'and', 'barkha']","['make', 'it', '10', 'episod', 'big', 'love', 'to', 'ayush', 'and', 'barkha']",0.6369,0.0,0.682,0.318,0.25,0.35,0.6,0,0,neu
Taher Doriwala,when barkha said ab vinod ne kya bola the change of emotions were amazingggg,64,0,2020-11-15T03:46:46Z,15,3,11,"['when', 'barkha', 'said', 'ab', 'vinod', 'ne', 'kya', 'bola', 'the', 'change', 'of', 'emotions', 'were', 'amazingggg']","['when', 'barkha', 'said', 'ab', 'vinod', 'ne', 'kya', 'bola', 'the', 'chang', 'of', 'emot', 'were', 'amazingggg']",0.0,0.0,1.0,0.0,0.0,0.0,0.07142857142999999,0,1,neu
Ragni Thakur,happy diwali charming ayush lovely barkha,1,0,2020-11-14T21:36:30Z,14,21,11,"['happy', 'diwali', 'charming', 'ayush', 'lovely', 'barkha']","['happi', 'diwali', 'charm', 'ayush', 'love', 'barkha']",0.9062,0.0,0.21,0.79,0.6666666667,0.9166666667,2.0,0,1,pos
Muhammad Fahad,happy diwali to all hindus wish you all the best barkha s charming style to talk love from pakistan,0,0,2020-11-14T20:31:28Z,14,20,11,"['happy', 'diwali', 'to', 'all', 'hindus', 'wish', 'you', 'all', 'the', 'best', 'barkha', 's', 'charming', 'style', 'to', 'talk', 'love', 'from', 'pakistan']","['happi', 'diwali', 'to', 'all', 'hindus', 'wish', 'you', 'all', 'the', 'best', 'barkha', 's', 'charm', 'style', 'to', 'talk', 'love', 'from', 'pakistan']",0.9618,0.0,0.41100000000000003,0.589,0.75,0.725,1.315789474,0,0,pos
Ritik Janoskar,shaurya sir and barkha mam my favorite actors,0,0,2020-11-14T20:26:17Z,14,20,11,"['shaurya', 'sir', 'and', 'barkha', 'mam', 'my', 'favorite', 'actors']","['shaurya', 'sir', 'and', 'barkha', 'mam', 'my', 'favorit', 'actor']",0.4588,0.0,0.7,0.3,0.5,1.0,0.25,0,0,neu
viraj domadia,missed the barkha and ayush smile this episode,0,0,2020-11-14T20:19:39Z,14,20,11,"['missed', 'the', 'barkha', 'and', 'ayush', 'smile', 'this', 'episode']","['miss', 'the', 'barkha', 'and', 'ayush', 'smile', 'this', 'episod']",0.0772,0.20600000000000002,0.561,0.23399999999999999,0.3,0.1,0.125,0,0,neu
Tanusri Nag,i just love this series barkha mam nd ayush sir love themnd this is definitely opiest series of dice media ever,1,0,2020-11-14T19:41:51Z,14,19,11,"['i', 'just', 'love', 'this', 'series', 'barkha', 'mam', 'nd', 'ayush', 'sir', 'love', 'themnd', 'this', 'is', 'definitely', 'opiest', 'series', 'of', 'dice', 'media', 'ever']","['i', 'just', 'love', 'this', 'seri', 'barkha', 'mam', 'nd', 'ayush', 'sir', 'love', 'themnd', 'this', 'is', 'definit', 'opiest', 'seri', 'of', 'dice', 'media', 'ever']",0.9022,0.0,0.605,0.395,0.3333333333,0.5666666667,0.6190476189999999,0,1,neu
Saurav Singh,barkha is love,0,0,2020-11-14T19:15:43Z,14,19,11,"['barkha', 'is', 'love']","['barkha', 'is', 'love']",0.6369,0.0,0.32299999999999995,0.677,0.5,0.6,1.6666666669999999,0,0,pos
Suyash Vaidya,best way of diwali celebration new epidode of pfa2 that too on diwali plus watching the grt acting of ayush and barkha is fabulous get inspired and motiveated by them daily thanks for making my day best thanks dice media,7,0,2020-11-14T18:59:17Z,14,18,11,"['best', 'way', 'of', 'diwali', 'celebration', 'new', 'epidode', 'of', 'pfa2', 'that', 'too', 'on', 'diwali', 'plus', 'watching', 'the', 'grt', 'acting', 'of', 'ayush', 'and', 'barkha', 'is', 'fabulous', 'get', 'inspired', 'and', 'motiveated', 'by', 'them', 'daily', 'thanks', 'for', 'making', 'my', 'day', 'best', 'thanks', 'dice', 'media']","['best', 'way', 'of', 'diwali', 'celebr', 'new', 'epidod', 'of', 'pfa2', 'that', 'too', 'on', 'diwali', 'plus', 'watch', 'the', 'grt', 'act', 'of', 'ayush', 'and', 'barkha', 'is', 'fabul', 'get', 'inspir', 'and', 'motiv', 'by', 'them', 'daili', 'thank', 'for', 'make', 'my', 'day', 'best', 'thank', 'dice', 'media']",0.9674,0.0,0.62,0.38,0.36704545450000003,0.3068181818,0.325,0,1,neu
CARAMEL legends,man im gng crazy behind this serires love both ayush n barkha,0,0,2020-11-14T18:55:55Z,14,18,11,"['man', 'im', 'gng', 'crazy', 'behind', 'this', 'serires', 'love', 'both', 'ayush', 'n', 'barkha']","['man', 'im', 'gng', 'crazi', 'behind', 'this', 'serir', 'love', 'both', 'ayush', 'n', 'barkha']",0.4215,0.154,0.5770000000000001,0.26899999999999996,-0.1666666667,0.7333333333,0.5833333333,0,0,neu
Ravi Jiwnani,ayush is the srk and barkha is kajol of youtube,1,0,2020-11-14T18:09:41Z,14,18,11,"['ayush', 'is', 'the', 'srk', 'and', 'barkha', 'is', 'kajol', 'of', 'youtube']","['ayush', 'is', 'the', 'srk', 'and', 'barkha', 'is', 'kajol', 'of', 'youtub']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,neu
Bhavna,ayush is such a swthrt and barkha i love you,0,0,2020-11-14T17:46:42Z,14,17,11,"['ayush', 'is', 'such', 'a', 'swthrt', 'and', 'barkha', 'i', 'love', 'you']","['ayush', 'is', 'such', 'a', 'swthrt', 'and', 'barkha', 'i', 'love', 'you']",0.6369,0.0,0.625,0.375,0.25,0.55,0.5,0,0,neu
Dharmesh theD143,ayush acting also barkha is doing good i like this series,0,0,2020-11-14T17:38:32Z,14,17,11,"['ayush', 'acting', 'also', 'barkha', 'is', 'doing', 'good', 'i', 'like', 'this', 'series']","['ayush', 'act', 'also', 'barkha', 'is', 'do', 'good', 'i', 'like', 'this', 'seri']",0.6597,0.0,0.597,0.40299999999999997,0.35,0.3,0.09090909091,0,0,neu
rachana khandelia,i m way to attached to this series yaarbarkha and ayush one of the best on screen couple with the best makers bestestttt web series,5,0,2020-11-14T17:35:36Z,14,17,11,"['i', 'm', 'way', 'to', 'attached', 'to', 'this', 'series', 'yaarbarkha', 'and', 'ayush', 'one', 'of', 'the', 'best', 'on', 'screen', 'couple', 'with', 'the', 'best', 'makers', 'bestestttt', 'web', 'series']","['i', 'm', 'way', 'to', 'attach', 'to', 'this', 'seri', 'yaarbarkha', 'and', 'ayush', 'one', 'of', 'the', 'best', 'on', 'screen', 'coupl', 'with', 'the', 'best', 'maker', 'bestestttt', 'web', 'seri']",0.8555,0.0,0.7140000000000001,0.28600000000000003,1.0,0.3,0.6,0,1,neu
Shekhar Chavan,this shit is going in every ofc n shaurya your nailing it through your performancebarkha you lovelies,4,1,2020-11-14T17:22:12Z,14,17,11,"['this', 'shit', 'is', 'going', 'in', 'every', 'ofc', 'n', 'shaurya', 'your', 'nailing', 'it', 'through', 'your', 'performancebarkha', 'you', 'lovelies']","['this', 'shit', 'is', 'go', 'in', 'everi', 'ofc', 'n', 'shaurya', 'your', 'nail', 'it', 'through', 'your', 'performancebarkha', 'you', 'love']",-0.1027,0.17300000000000001,0.6729999999999999,0.154,-0.2,0.8,0.058823529410000006,1,1,neu
Edu Zone Grammar,best diwali from ayush and barkhathanks,1,0,2020-11-14T16:46:53Z,14,16,11,"['best', 'diwali', 'from', 'ayush', 'and', 'barkhathanks']","['best', 'diwali', 'from', 'ayush', 'and', 'barkhathank']",0.6369,0.0,0.5429999999999999,0.457,1.0,0.3,0.3333333333,0,1,neu
Jacklin Anit Joseph,barkha and ayush made my diwali do special this year thanks to dice media lods of love from kerala,1,0,2020-11-14T16:29:01Z,14,16,11,"['barkha', 'and', 'ayush', 'made', 'my', 'diwali', 'do', 'special', 'this', 'year', 'thanks', 'to', 'dice', 'media', 'lods', 'of', 'love', 'from', 'kerala']","['barkha', 'and', 'ayush', 'made', 'my', 'diwali', 'do', 'special', 'this', 'year', 'thank', 'to', 'dice', 'media', 'lod', 'of', 'love', 'from', 'kerala']",0.8689,0.0,0.62,0.38,0.3523809524,0.4571428571,0.36842105259999997,0,1,neu
Ranbir Jain,ayush mehra is the srk of youtube and barkha singh is kajol of youtube and their chemistry is,0,1,2020-11-14T16:04:25Z,14,16,11,"['ayush', 'mehra', 'is', 'the', 'srk', 'of', 'youtube', 'and', 'barkha', 'singh', 'is', 'kajol', 'of', 'youtube', 'and', 'their', 'chemistry', 'is']","['ayush', 'mehra', 'is', 'the', 'srk', 'of', 'youtub', 'and', 'barkha', 'singh', 'is', 'kajol', 'of', 'youtub', 'and', 'their', 'chemistri', 'is']",0.0,0.0,1.0,0.0,0.0,0.0,0.11111111109999999,1,0,neu
Crazy Priyam,i have a crush on barkha singh,1,0,2020-11-14T16:03:41Z,14,16,11,"['i', 'have', 'a', 'crush', 'on', 'barkha', 'singh']","['i', 'have', 'a', 'crush', 'on', 'barkha', 'singh']",-0.1531,0.28600000000000003,0.7140000000000001,0.0,0.0,0.0,0.2857142857,0,1,neu
