Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
3613,SUCHITA THAKUR,wow loved it,1,0,2019-04-03T21:50:31Z,3,21,4,"['wow', 'loved', 'it']","['wow', 'love', 'it']",0.8271,0.0,0.115,0.885,0.4,0.9,1.0,0,1,pos
3614,Emon Rifa,what she s getting paid for she doesn t even went to the office for the single day in that whole month,0,0,2019-04-03T16:39:05Z,3,16,4,"['what', 'she', 's', 'getting', 'paid', 'for', 'she', 'doesn', 't', 'even', 'went', 'to', 'the', 'office', 'for', 'the', 'single', 'day', 'in', 'that', 'whole', 'month']","['what', 'she', 's', 'get', 'paid', 'for', 'she', 'doesn', 't', 'even', 'went', 'to', 'the', 'offic', 'for', 'the', 'singl', 'day', 'in', 'that', 'whole', 'month']",0.0,0.0,1.0,0.0,0.0642857142857143,0.3071428571428572,0.6363636363636364,0,0,neu
3615,Arjun p sarma,wowww super content,0,0,2019-04-03T16:39:05Z,3,16,4,"['wowww', 'super', 'content']","['wowww', 'super', 'content']",0.5994,0.0,0.33899999999999997,0.6609999999999999,0.3333333333333333,0.6666666666666666,0.0,0,0,pos
3616,Varun Sharma,wow what a video,1,0,2019-04-03T15:13:21Z,3,15,4,"['wow', 'what', 'a', 'video']","['wow', 'what', 'a', 'video']",0.5859,0.0,0.345,0.655,0.1,1.0,1.0,0,1,pos
3617,Anuj Nirwan,1 sub 15 subscribers,1,0,2019-04-03T15:13:21Z,3,15,4,"['1', 'sub', '15', 'subscribers']","['1', 'sub', '15', 'subscrib']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,neu
3618,Nishi Chatterjee,vry nyc concept,0,0,2019-04-03T14:56:25Z,3,14,4,"['vry', 'nyc', 'concept']","['vri', 'nyc', 'concept']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
3619,Rama Tilekar,this was so creative and unique i cant even,0,0,2019-04-03T14:56:25Z,3,14,4,"['this', 'was', 'so', 'creative', 'and', 'unique', 'i', 'cant', 'even']","['this', 'was', 'so', 'creativ', 'and', 'uniqu', 'i', 'cant', 'even']",0.5777,0.0,0.652,0.348,0.4375,1.0,0.4444444444444444,0,0,neu
3620,roni modak,wonderful awesome idea great job team,0,0,2019-04-03T09:10:17Z,3,9,4,"['wonderful', 'awesome', 'idea', 'great', 'job', 'team']","['wonder', 'awesom', 'idea', 'great', 'job', 'team']",0.9169,0.0,0.201,0.799,0.9333333333333332,0.9166666666666666,2.333333333333333,0,0,pos
3621,Rita Singh,veer rajwant singh always surprise me,0,0,2019-04-03T09:10:17Z,3,9,4,"['veer', 'rajwant', 'singh', 'always', 'surprise', 'me']","['veer', 'rajwant', 'singh', 'alway', 'surpris', 'me']",0.2732,0.0,0.7040000000000001,0.29600000000000004,0.0,0.0,1.8333333333333333,0,0,neu
3622,Pallavi Chauhan,wt an thinking yaarr cool,0,0,2019-04-03T09:09:30Z,3,9,4,"['wt', 'an', 'thinking', 'yaarr', 'cool']","['wt', 'an', 'think', 'yaarr', 'cool']",0.3182,0.0,0.635,0.365,0.35,0.65,0.6000000000000001,0,0,neu
3623,Bala Chander,without going to work how u getting ur salary,0,0,2019-04-03T09:09:30Z,3,9,4,"['without', 'going', 'to', 'work', 'how', 'u', 'getting', 'ur', 'salary']","['without', 'go', 'to', 'work', 'how', 'u', 'get', 'ur', 'salari']",0.0,0.0,1.0,0.0,0.0,0.0,1.2222222222222223,0,0,neu
3624,Sawera Gul,i thought she was a gold digger and than read the caption,0,0,2019-04-03T09:08:12Z,3,9,4,"['i', 'thought', 'she', 'was', 'a', 'gold', 'digger', 'and', 'than', 'read', 'the', 'caption']","['i', 'thought', 'she', 'was', 'a', 'gold', 'digger', 'and', 'than', 'read', 'the', 'caption']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,neu
3625,Preeyunkush Parbhudayal,rajwant the best 3,0,0,2019-04-03T09:08:12Z,3,9,4,"['rajwant', 'the', 'best', '3']","['rajwant', 'the', 'best', '3']",0.6369,0.0,0.32299999999999995,0.677,1.0,0.3,0.5,0,0,pos
3626,Phoenix Rise and Shine,awesome concept,0,0,2019-04-03T08:20:04Z,3,8,4,"['awesome', 'concept']","['awesom', 'concept']",0.6249,0.0,0.196,0.804,1.0,1.0,0.0,0,0,pos
3627,kalyan subudhi,wht abt july salary which is supposed to be credited on june 30th bdw let me know which company gives salary in advance,0,0,2019-04-03T08:20:04Z,3,8,4,"['wht', 'abt', 'july', 'salary', 'which', 'is', 'supposed', 'to', 'be', 'credited', 'on', 'june', '30th', 'bdw', 'let', 'me', 'know', 'which', 'company', 'gives', 'salary', 'in', 'advance']","['wht', 'abt', 'juli', 'salari', 'which', 'is', 'suppos', 'to', 'be', 'credit', 'on', 'june', '30th', 'bdw', 'let', 'me', 'know', 'which', 'compani', 'give', 'salari', 'in', 'advanc']",0.3612,0.0,0.898,0.102,0.0,0.0,0.826086956521739,0,0,neu
3628,karthikeya acharya,this was very funny,0,0,2019-04-03T07:56:05Z,3,7,4,"['this', 'was', 'very', 'funny']","['this', 'was', 'veri', 'funni']",0.4927,0.0,0.484,0.516,0.325,1.0,0.5,0,0,pos
3629,Pdianghun Kharsohnoh,this is hilarious loved it saw it on hike,0,0,2019-04-03T07:56:05Z,3,7,4,"['this', 'is', 'hilarious', 'loved', 'it', 'saw', 'it', 'on', 'hike']","['this', 'is', 'hilari', 'love', 'it', 'saw', 'it', 'on', 'hike']",0.765,0.0,0.515,0.485,0.6,0.9,0.5555555555555556,0,0,neu
3630,Aditya A G,good should have added credit card along with salary account,0,0,2019-04-03T07:38:22Z,3,7,4,"['good', 'should', 'have', 'added', 'credit', 'card', 'along', 'with', 'salary', 'account']","['good', 'should', 'have', 'ad', 'credit', 'card', 'along', 'with', 'salari', 'account']",0.6705,0.0,0.593,0.40700000000000003,0.7,0.6000000000000001,1.6000000000000003,0,0,neu
3631,Rohit Ingle,gyes u should make a video on topic why a boy need a girl best friend i swear chapar fal dega,0,0,2019-04-03T07:38:22Z,3,7,4,"['gyes', 'u', 'should', 'make', 'a', 'video', 'on', 'topic', 'why', 'a', 'boy', 'need', 'a', 'girl', 'best', 'friend', 'i', 'swear', 'chapar', 'fal', 'dega']","['gye', 'u', 'should', 'make', 'a', 'video', 'on', 'topic', 'whi', 'a', 'boy', 'need', 'a', 'girl', 'best', 'friend', 'i', 'swear', 'chapar', 'fal', 'dega']",0.802,0.055999999999999994,0.602,0.34299999999999997,1.0,0.3,1.190476190476191,0,0,neu
3632,Dilip Kumar,filter copy is never subscribed even after i never skip any videoand after watching this ab youtube per kuch bacha hai kya dekhne ko the best video ever i watched great,0,0,2019-04-03T05:29:56Z,3,5,4,"['filter', 'copy', 'is', 'never', 'subscribed', 'even', 'after', 'i', 'never', 'skip', 'any', 'videoand', 'after', 'watching', 'this', 'ab', 'youtube', 'per', 'kuch', 'bacha', 'hai', 'kya', 'dekhne', 'ko', 'the', 'best', 'video', 'ever', 'i', 'watched', 'great']","['filter', 'copi', 'is', 'never', 'subscrib', 'even', 'after', 'i', 'never', 'skip', 'ani', 'videoand', 'after', 'watch', 'this', 'ab', 'youtub', 'per', 'kuch', 'bacha', 'hai', 'kya', 'dekhn', 'ko', 'the', 'best', 'video', 'ever', 'i', 'watch', 'great']",0.8519,0.0,0.765,0.235,0.9,0.525,0.32258064516129026,0,0,neu
3633,Vikas Raghuvanshi,it s funny cum emotional too,0,0,2019-04-03T05:29:56Z,3,5,4,"['it', 's', 'funny', 'cum', 'emotional', 'too']","['it', 's', 'funni', 'cum', 'emot', 'too']",0.5423,0.0,0.4,0.6,0.125,0.825,1.0,0,0,pos
3634,priyanka vachakal,veeerrr jab bhi salary receive hogi i ll definitely imagine you amazing,0,0,2019-04-03T05:28:51Z,3,5,4,"['veeerrr', 'jab', 'bhi', 'salary', 'receive', 'hogi', 'i', 'll', 'definitely', 'imagine', 'you', 'amazing']","['veeerrr', 'jab', 'bhi', 'salari', 'receiv', 'hogi', 'i', 'll', 'definit', 'imagin', 'you', 'amaz']",0.7579,0.0,0.581,0.419,0.30000000000000004,0.7,1.0833333333333333,0,0,neu
3635,aravinth vicky,it s fantastic,0,0,2019-04-03T05:28:51Z,3,5,4,"['it', 's', 'fantastic']","['it', 's', 'fantast']",0.5574,0.0,0.217,0.7829999999999999,0.4,0.9,0.3333333333333333,0,0,pos
3636,Prashanth Kumar,this video is amazing man tnq filter copy for such kind of videos i love uuuuuuuuuu i am thinking that i should go all through these things very soon,0,0,2019-04-03T04:38:54Z,3,4,4,"['this', 'video', 'is', 'amazing', 'man', 'tnq', 'filter', 'copy', 'for', 'such', 'kind', 'of', 'videos', 'i', 'love', 'uuuuuuuuuu', 'i', 'am', 'thinking', 'that', 'i', 'should', 'go', 'all', 'through', 'these', 'things', 'very', 'soon']","['this', 'video', 'is', 'amaz', 'man', 'tnq', 'filter', 'copi', 'for', 'such', 'kind', 'of', 'video', 'i', 'love', 'uuuuuuuuuu', 'i', 'am', 'think', 'that', 'i', 'should', 'go', 'all', 'through', 'these', 'thing', 'veri', 'soon']",0.8402,0.0,0.75,0.25,0.38,0.6399999999999999,0.5862068965517241,0,0,neu
3637,Fauzaan Khalid Pathan,if you really want paytm cash then insatll qureka app to win 200000 and refer code infi6 from playstore,0,0,2019-04-03T04:38:54Z,3,4,4,"['if', 'you', 'really', 'want', 'paytm', 'cash', 'then', 'insatll', 'qureka', 'app', 'to', 'win', '200000', 'and', 'refer', 'code', 'infi6', 'from', 'playstore']","['if', 'you', 'realli', 'want', 'paytm', 'cash', 'then', 'insatl', 'qureka', 'app', 'to', 'win', '200000', 'and', 'refer', 'code', 'infi6', 'from', 'playstor']",0.659,0.0,0.759,0.24100000000000002,0.5,0.30000000000000004,0.631578947368421,0,0,neu
3638,Minal Ponkshe,such a creative vdo loved it,0,0,2019-04-03T03:43:46Z,3,3,4,"['such', 'a', 'creative', 'vdo', 'loved', 'it']","['such', 'a', 'creativ', 'vdo', 'love', 'it']",0.7783,0.0,0.306,0.6940000000000001,0.4,0.7666666666666666,0.8333333333333333,0,0,pos
3639,EYEball,wamila gabbi omg i have been waiting for u look superb bb,0,0,2019-04-03T03:43:46Z,3,3,4,"['wamila', 'gabbi', 'omg', 'i', 'have', 'been', 'waiting', 'for', 'u', 'look', 'superb', 'bb']","['wamila', 'gabbi', 'omg', 'i', 'have', 'been', 'wait', 'for', 'u', 'look', 'superb', 'bb']",0.6249,0.0,0.687,0.313,1.0,1.0,0.0,0,0,neu
3640,Deepa Singhal,she got a salary hike of 30 no doubt this is fiction no company gives an appraisal hike of more than 3 8,12,0,2019-04-03T03:24:17Z,3,3,4,"['she', 'got', 'a', 'salary', 'hike', 'of', '30', 'no', 'doubt', 'this', 'is', 'fiction', 'no', 'company', 'gives', 'an', 'appraisal', 'hike', 'of', 'more', 'than', '3', '8']","['she', 'got', 'a', 'salari', 'hike', 'of', '30', 'no', 'doubt', 'this', 'is', 'fiction', 'no', 'compani', 'give', 'an', 'apprais', 'hike', 'of', 'more', 'than', '3', '8']",-0.7096,0.289,0.711,0.0,0.5,0.5,0.6956521739130433,0,1,neu
3641,Akshay Girgune,just fantastic this upload is just brilliant,0,0,2019-04-03T03:24:17Z,3,3,4,"['just', 'fantastic', 'this', 'upload', 'is', 'just', 'brilliant']","['just', 'fantast', 'this', 'upload', 'is', 'just', 'brilliant']",0.8126,0.0,0.40299999999999997,0.597,0.65,0.95,0.14285714285714285,0,0,pos
3642,kuldip raythatha,keep it up and filtercopy will become the youtube sensation one day kudos,0,0,2019-04-02T22:57:31Z,2,22,4,"['keep', 'it', 'up', 'and', 'filtercopy', 'will', 'become', 'the', 'youtube', 'sensation', 'one', 'day', 'kudos']","['keep', 'it', 'up', 'and', 'filtercopi', 'will', 'becom', 'the', 'youtub', 'sensat', 'one', 'day', 'kudo']",0.5106,0.0,0.784,0.21600000000000003,0.0,0.0,0.3076923076923077,0,0,neu
3643,Rohan Sharma,such an amazing idea lol,0,0,2019-04-02T22:57:31Z,2,22,4,"['such', 'an', 'amazing', 'idea', 'lol']","['such', 'an', 'amaz', 'idea', 'lol']",0.765,0.0,0.312,0.688,0.4666666666666667,0.6999999999999998,0.4,0,0,pos
3644,utkarsh singh chauhan,awesome vedio luv it really very creative luv u gys,0,0,2019-04-02T13:40:55Z,2,13,4,"['awesome', 'vedio', 'luv', 'it', 'really', 'very', 'creative', 'luv', 'u', 'gys']","['awesom', 'vedio', 'luv', 'it', 'realli', 'veri', 'creativ', 'luv', 'u', 'gys']",0.8211,0.0,0.48,0.52,0.825,1.0,0.30000000000000004,0,0,pos
3645,Rene Ind,nice acting wamiqa,51,1,2019-04-02T13:40:55Z,2,13,4,"['nice', 'acting', 'wamiqa']","['nice', 'act', 'wamiqa']",0.4215,0.0,0.41700000000000004,0.583,0.3,0.5,0.6666666666666666,1,1,pos
3646,Pradeep Singh,hello everyone i just want to draw your attention towards to this video because this boy really has a great voice and talent https youtu be ouk8do p3jk please share and make him famous,1,0,2019-04-02T13:29:34Z,2,13,4,"['hello', 'everyone', 'i', 'just', 'want', 'to', 'draw', 'your', 'attention', 'towards', 'to', 'this', 'video', 'because', 'this', 'boy', 'really', 'has', 'a', 'great', 'voice', 'and', 'talent', 'https', 'youtu', 'be', 'ouk8do', 'p3jk', 'please', 'share', 'and', 'make', 'him', 'famous']","['hello', 'everyon', 'i', 'just', 'want', 'to', 'draw', 'your', 'attent', 'toward', 'to', 'this', 'video', 'becaus', 'this', 'boy', 'realli', 'has', 'a', 'great', 'voic', 'and', 'talent', 'https', 'youtu', 'be', 'ouk8do', 'p3jk', 'pleas', 'share', 'and', 'make', 'him', 'famous']",0.8996,0.0,0.675,0.325,0.5,0.65,0.6176470588235294,0,1,neu
3647,Jahnavi Singh,why did this make me emotional,0,0,2019-04-02T13:29:34Z,2,13,4,"['why', 'did', 'this', 'make', 'me', 'emotional']","['whi', 'did', 'this', 'make', 'me', 'emot']",0.1531,0.0,0.758,0.242,0.0,0.65,0.6666666666666666,0,0,neu
3648,HennA ShamiL,loved it,0,0,2019-04-02T12:23:58Z,2,12,4,"['loved', 'it']","['love', 'it']",0.5994,0.0,0.204,0.7959999999999999,0.7,0.8,1.0,0,0,pos
3649,Omar H ,this is just tooo good,0,0,2019-04-02T12:23:58Z,2,12,4,"['this', 'is', 'just', 'tooo', 'good']","['this', 'is', 'just', 'tooo', 'good']",0.4404,0.0,0.58,0.42,0.7,0.6000000000000001,0.0,0,0,neu
3650,Thrilok Andavarapu,is salary was my gf then she would leave me in a week concept,33,0,2019-04-02T10:46:42Z,2,10,4,"['is', 'salary', 'was', 'my', 'gf', 'then', 'she', 'would', 'leave', 'me', 'in', 'a', 'week', 'concept']","['is', 'salari', 'was', 'my', 'gf', 'then', 'she', 'would', 'leav', 'me', 'in', 'a', 'week', 'concept']",-0.0516,0.091,0.909,0.0,0.0,0.0,0.7857142857142855,0,1,neu
3651,Ram Avatar,guys please watch this videos i make against religious politics in india and do subscribehttps youtu be rurv6qnitdg,0,0,2019-04-02T10:46:42Z,2,10,4,"['guys', 'please', 'watch', 'this', 'videos', 'i', 'make', 'against', 'religious', 'politics', 'in', 'india', 'and', 'do', 'subscribehttps', 'youtu', 'be', 'rurv6qnitdg']","['guy', 'pleas', 'watch', 'this', 'video', 'i', 'make', 'against', 'religi', 'polit', 'in', 'india', 'and', 'do', 'subscribehttp', 'youtu', 'be', 'rurv6qnitdg']",0.3182,0.0,0.8740000000000001,0.126,0.0,0.25,0.6111111111111113,0,0,neu
3652,HMA SHARIQ,awesome man awesome concept and thinking im gone maddly laughing at 7 19 and ladki listen u r too cute,0,0,2019-04-02T10:15:30Z,2,10,4,"['awesome', 'man', 'awesome', 'concept', 'and', 'thinking', 'im', 'gone', 'maddly', 'laughing', 'at', '7', '19', 'and', 'ladki', 'listen', 'u', 'r', 'too', 'cute']","['awesom', 'man', 'awesom', 'concept', 'and', 'think', 'im', 'gone', 'madd', 'laugh', 'at', '7', '19', 'and', 'ladki', 'listen', 'u', 'r', 'too', 'cute']",0.9371,0.0,0.474,0.526,0.8333333333333334,1.0,0.5499999999999999,0,0,pos
3653,R Kaur Johal,what a concept mind blowing,32,1,2019-04-02T10:15:30Z,2,10,4,"['what', 'a', 'concept', 'mind', 'blowing']","['what', 'a', 'concept', 'mind', 'blow']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,neu
3654,Pranali Patil,what if time were a person,0,0,2019-04-02T10:08:38Z,2,10,4,"['what', 'if', 'time', 'were', 'a', 'person']","['what', 'if', 'time', 'were', 'a', 'person']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
3655,jack olvin,i am in love with veer rajwant singh what a fantastic actor he is,0,0,2019-04-02T10:08:38Z,2,10,4,"['i', 'am', 'in', 'love', 'with', 'veer', 'rajwant', 'singh', 'what', 'a', 'fantastic', 'actor', 'he', 'is']","['i', 'am', 'in', 'love', 'with', 'veer', 'rajwant', 'singh', 'what', 'a', 'fantast', 'actor', 'he', 'is']",0.8316,0.0,0.562,0.43799999999999994,0.45,0.75,0.8571428571428569,0,0,neu
3656,Soumya Ram,veer vai kya acting hai kammal hai wamiqa gabbi you r also awesome waiting for another video if this jodi,0,0,2019-04-02T06:53:28Z,2,6,4,"['veer', 'vai', 'kya', 'acting', 'hai', 'kammal', 'hai', 'wamiqa', 'gabbi', 'you', 'r', 'also', 'awesome', 'waiting', 'for', 'another', 'video', 'if', 'this', 'jodi']","['veer', 'vai', 'kya', 'act', 'hai', 'kammal', 'hai', 'wamiqa', 'gabbi', 'you', 'r', 'also', 'awesom', 'wait', 'for', 'anoth', 'video', 'if', 'this', 'jodi']",0.6249,0.0,0.8140000000000001,0.18600000000000003,0.5,0.5,0.3,0,0,neu
3657,Deepak Jha,simply loved it i guess every corporate person working in metro citys has same story,0,0,2019-04-02T06:53:28Z,2,6,4,"['simply', 'loved', 'it', 'i', 'guess', 'every', 'corporate', 'person', 'working', 'in', 'metro', 'citys', 'has', 'same', 'story']","['simpli', 'love', 'it', 'i', 'guess', 'everi', 'corpor', 'person', 'work', 'in', 'metro', 'citi', 'has', 'same', 'stori']",0.5994,0.0,0.769,0.231,0.2333333333333333,0.3083333333333333,0.9333333333333332,0,0,neu
3658,kalpna mankotia,my salary comes in kurta pajama very first day,0,0,2019-04-02T06:53:02Z,2,6,4,"['my', 'salary', 'comes', 'in', 'kurta', 'pajama', 'very', 'first', 'day']","['my', 'salari', 'come', 'in', 'kurta', 'pajama', 'veri', 'first', 'day']",0.0,0.0,1.0,0.0,0.325,0.43333333333333335,1.0000000000000002,0,0,neu
3659,Vikram Ghanghas,touch my heart deeply broooo,0,0,2019-04-02T06:53:02Z,2,6,4,"['touch', 'my', 'heart', 'deeply', 'broooo']","['touch', 'my', 'heart', 'deepli', 'broooo']",0.0,0.0,1.0,0.0,0.0,0.4,0.4,0,0,neu
3660,Moon 21,well hahah same thing happening with me everymonth with 6digit salary hahaha,32,6,2019-04-02T06:48:46Z,2,6,4,"['well', 'hahah', 'same', 'thing', 'happening', 'with', 'me', 'everymonth', 'with', '6digit', 'salary', 'hahaha']","['well', 'hahah', 'same', 'thing', 'happen', 'with', 'me', 'everymonth', 'with', '6digit', 'salari', 'hahaha']",0.6908,0.0,0.637,0.363,0.1,0.2625,0.75,1,1,neu
3661,AMIT SHARMA,her salary 56000house rent 14000electricity bill 6000kaam waali baai 3000baaki bache 33000khaane pine k 10000transportarion k 5000party k 3000gaadi ki emi 10000now comes savingss 5000 wow man sorry woman,1,0,2019-04-02T06:48:46Z,2,6,4,"['her', 'salary', '56000house', 'rent', '14000electricity', 'bill', '6000kaam', 'waali', 'baai', '3000baaki', 'bache', '33000khaane', 'pine', 'k', '10000transportarion', 'k', '5000party', 'k', '3000gaadi', 'ki', 'emi', '10000now', 'comes', 'savingss', '5000', 'wow', 'man', 'sorry', 'woman']","['her', 'salari', '56000hous', 'rent', '14000electr', 'bill', '6000kaam', 'waali', 'baai', '3000baaki', 'bach', '33000khaan', 'pine', 'k', '10000transportarion', 'k', '5000parti', 'k', '3000gaadi', 'ki', 'emi', '10000now', 'come', 'savingss', '5000', 'wow', 'man', 'sorri', 'woman']",0.5423,0.045,0.825,0.131,-0.2,1.0,0.8965517241379308,0,1,neu
3662,sanjay 07,best thing i saw today on youtube it s awesome n unique,0,0,2019-04-02T06:19:42Z,2,6,4,"['best', 'thing', 'i', 'saw', 'today', 'on', 'youtube', 'it', 's', 'awesome', 'n', 'unique']","['best', 'thing', 'i', 'saw', 'today', 'on', 'youtub', 'it', 's', 'awesom', 'n', 'uniqu']",0.8519,0.0,0.45799999999999996,0.542,0.7916666666666666,0.7666666666666666,0.25,0,0,pos
3663,Sonali Paul,love it,0,0,2019-04-02T06:19:42Z,2,6,4,"['love', 'it']","['love', 'it']",0.6369,0.0,0.192,0.8079999999999999,0.5,0.6,2.5,0,0,pos
3664,Anuj Garg,watching this i m dam sure my salry is a cutie girl,0,0,2019-04-01T22:47:40Z,1,22,4,"['watching', 'this', 'i', 'm', 'dam', 'sure', 'my', 'salry', 'is', 'a', 'cutie', 'girl']","['watch', 'this', 'i', 'm', 'dam', 'sure', 'my', 'salri', 'is', 'a', 'cuti', 'girl']",0.5859,0.0,0.593,0.40700000000000003,0.5,0.8888888888888888,0.4166666666666666,0,0,neu
3665,BANE,so the subscription amount was 11600 right,0,0,2019-04-01T22:47:40Z,1,22,4,"['so', 'the', 'subscription', 'amount', 'was', '11600', 'right']","['so', 'the', 'subscript', 'amount', 'was', '11600', 'right']",0.0,0.0,1.0,0.0,0.2857142857142857,0.5357142857142857,0.42857142857142855,0,0,neu
3666,andalib shah,thank god salary is not a person,0,0,2019-04-01T18:36:03Z,1,18,4,"['thank', 'god', 'salary', 'is', 'not', 'a', 'person']","['thank', 'god', 'salari', 'is', 'not', 'a', 'person']",0.5574,0.0,0.465,0.535,0.0,0.0,1.7142857142857135,0,0,pos
3667,Sam GUPTA,if salary was a person wow,1,0,2019-04-01T18:36:03Z,1,18,4,"['if', 'salary', 'was', 'a', 'person', 'wow']","['if', 'salari', 'was', 'a', 'person', 'wow']",0.5859,0.0,0.513,0.48700000000000004,0.1,1.0,1.6666666666666667,0,1,neu
3668,CUBE vision Production,itsfucking awesome content,0,0,2019-04-01T10:11:29Z,1,10,4,"['itsfucking', 'awesome', 'content']","['itsfuck', 'awesom', 'content']",0.6249,0.0,0.32799999999999996,0.672,1.0,1.0,0.0,0,0,pos
3669,Jayanthi Sivakumar,really cute and funny,0,0,2019-04-01T10:11:29Z,1,10,4,"['really', 'cute', 'and', 'funny']","['realli', 'cute', 'and', 'funni']",0.7548,0.0,0.23600000000000002,0.764,0.375,1.0,1.5,0,0,pos
3670,mohit gupta,ultimate mssst h yrrr concept,0,0,2019-04-01T09:59:17Z,1,9,4,"['ultimate', 'mssst', 'h', 'yrrr', 'concept']","['ultim', 'mssst', 'h', 'yrrr', 'concept']",0.0,0.0,1.0,0.0,0.0,1.0,0.4,0,0,neu
3671,Ar   ,enjoyed damn true well screen played,0,0,2019-04-01T09:59:17Z,1,9,4,"['enjoyed', 'damn', 'true', 'well', 'screen', 'played']","['enjoy', 'damn', 'true', 'well', 'screen', 'play']",0.7845,0.18899999999999997,0.07,0.741,0.425,0.675,1.3333333333333333,0,0,pos
3672,Tetari films,next part this video,0,0,2019-04-01T09:21:13Z,1,9,4,"['next', 'part', 'this', 'video']","['next', 'part', 'this', 'video']",0.0,0.0,1.0,0.0,0.0,0.0,0.75,0,0,neu
3673,ASHOK BISWAL,loved it,0,0,2019-04-01T09:21:13Z,1,9,4,"['loved', 'it']","['love', 'it']",0.5994,0.0,0.204,0.7959999999999999,0.7,0.8,1.0,0,0,pos
3674,Nisha Bharti,just mind blowing concept like it keep it up,0,0,2019-04-01T09:10:49Z,1,9,4,"['just', 'mind', 'blowing', 'concept', 'like', 'it', 'keep', 'it', 'up']","['just', 'mind', 'blow', 'concept', 'like', 'it', 'keep', 'it', 'up']",0.3612,0.0,0.762,0.23800000000000002,0.0,0.0,0.1111111111111111,0,0,neu
3675,Alyan Khan,last when he came like pk,0,0,2019-04-01T09:10:49Z,1,9,4,"['last', 'when', 'he', 'came', 'like', 'pk']","['last', 'when', 'he', 'came', 'like', 'pk']",0.3612,0.0,0.667,0.33299999999999996,0.0,0.06666666666666668,0.0,0,0,neu
3676,HACKED IT   ,part two,0,0,2019-04-01T07:43:43Z,1,7,4,"['part', 'two']","['part', 'two']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
3677,kamakshya3107,best and true love story that nothing else can beat,0,0,2019-04-01T07:43:43Z,1,7,4,"['best', 'and', 'true', 'love', 'story', 'that', 'nothing', 'else', 'can', 'beat']","['best', 'and', 'true', 'love', 'stori', 'that', 'noth', 'els', 'can', 'beat']",0.9042,0.0,0.385,0.615,0.6166666666666667,0.5166666666666666,1.4,0,0,pos
3678,BAGESHREE MAHAJAN,best comment everrrrr amazing i am sure so many people might have related to it,0,0,2019-04-01T05:00:28Z,1,5,4,"['best', 'comment', 'everrrrr', 'amazing', 'i', 'am', 'sure', 'so', 'many', 'people', 'might', 'have', 'related', 'to', 'it']","['best', 'comment', 'everrrrr', 'amaz', 'i', 'am', 'sure', 'so', 'mani', 'peopl', 'might', 'have', 'relat', 'to', 'it']",0.8834,0.0,0.516,0.484,0.52,0.5977777777777777,0.4,0,0,neu
3679,Aditya Mishra,like a concept of hollywood in bollywood,0,0,2019-04-01T05:00:28Z,1,5,4,"['like', 'a', 'concept', 'of', 'hollywood', 'in', 'bollywood']","['like', 'a', 'concept', 'of', 'hollywood', 'in', 'bollywood']",0.3612,0.0,0.667,0.33299999999999996,0.0,0.0,0.0,0,0,neu
3680,Tango Charli,she is hot and i would watch it again and again until i am tired by the way the salary when with long beard looked like shree shree ravi shankar,0,0,2019-04-01T04:30:44Z,1,4,4,"['she', 'is', 'hot', 'and', 'i', 'would', 'watch', 'it', 'again', 'and', 'again', 'until', 'i', 'am', 'tired', 'by', 'the', 'way', 'the', 'salary', 'when', 'with', 'long', 'beard', 'looked', 'like', 'shree', 'shree', 'ravi', 'shankar']","['she', 'is', 'hot', 'and', 'i', 'would', 'watch', 'it', 'again', 'and', 'again', 'until', 'i', 'am', 'tire', 'by', 'the', 'way', 'the', 'salari', 'when', 'with', 'long', 'beard', 'look', 'like', 'shree', 'shree', 'ravi', 'shankar']",-0.1027,0.092,0.828,0.08,-0.06666666666666668,0.65,0.5333333333333333,0,0,neu
3681,Sonu Kumar,she is so hot,0,0,2019-04-01T04:30:44Z,1,4,4,"['she', 'is', 'so', 'hot']","['she', 'is', 'so', 'hot']",0.0,0.0,1.0,0.0,0.25,0.8500000000000001,0.75,0,0,neu
3682,anshu Singh,god i can t stop to laugh and more laugh,0,0,2019-04-01T04:29:42Z,1,4,4,"['god', 'i', 'can', 't', 'stop', 'to', 'laugh', 'and', 'more', 'laugh']","['god', 'i', 'can', 't', 'stop', 'to', 'laugh', 'and', 'more', 'laugh']",0.7964,0.142,0.258,0.6,0.3666666666666667,0.2333333333333333,1.2000000000000002,0,0,pos
3683,ATHUL RAJ R,woow yr dats a nice 1,0,0,2019-04-01T04:29:42Z,1,4,4,"['woow', 'yr', 'dats', 'a', 'nice', '1']","['woow', 'yr', 'dat', 'a', 'nice', '1']",0.4215,0.0,0.517,0.483,0.6,1.0,0.3333333333333333,0,0,neu
