Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,Reply_Class,Like_Class,sentiment_status
1180,Rajshree Kumari,at 4 08 se mere dil ki baat kahi to h c verma only science students will understand,3,0,2020-10-11T06:13:52Z,11,6,10,"['at', '4', '08', 'se', 'mere', 'dil', 'ki', 'baat', 'kahi', 'to', 'h', 'c', 'verma', 'only', 'science', 'students', 'will', 'understand']","['at', '4', '08', 'se', 'mere', 'dil', 'ki', 'baat', 'kahi', 'to', 'h', 'c', 'verma', 'onli', 'scienc', 'student', 'will', 'understand']",0.0,0.0,1.0,0.0,-0.25,0.75,0.2777777777777778,0,1,0,1,neu
1181,ASWIN S,ashish comes firstfiltercopy comes second in my opinion,29,2,2020-10-11T06:13:52Z,11,6,10,"['ashish', 'comes', 'firstfiltercopy', 'comes', 'second', 'in', 'my', 'opinion']","['ashish', 'come', 'firstfiltercopi', 'come', 'second', 'in', 'my', 'opinion']",0.0,0.0,1.0,0.0,0.0,0.0,0.125,1,1,1,1,neu
1182,Chirag Garg,start of video who studies just 9 hrs before an exam,3,0,2020-10-09T10:46:53Z,9,10,10,"['start', 'of', 'video', 'who', 'studies', 'just', '9', 'hrs', 'before', 'an', 'exam']","['start', 'of', 'video', 'who', 'studi', 'just', '9', 'hrs', 'befor', 'an', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.5454545454545455,0,1,0,1,neu
1183,Sweet Lollipop,4 45btw the answer is 216 per person,71,2,2020-10-09T10:46:53Z,9,10,10,"['4', '45btw', 'the', 'answer', 'is', '216', 'per', 'person']","['4', '45btw', 'the', 'answer', 'is', '216', 'per', 'person']",0.0,0.0,1.0,0.0,0.0,0.0,0.5,1,1,1,1,neu
1184,Sanjay Sutar,periodic table was interested yar,0,0,2020-10-09T10:36:03Z,9,10,10,"['periodic', 'table', 'was', 'interested', 'yar']","['period', 'tabl', 'was', 'interest', 'yar']",0.4019,0.0,0.597,0.403,0.25,0.5,0.6000000000000001,0,0,0,0,neu
1185,Prashant Guragai,chicken mutton chordoge tow chalega jyada se jyada duble ho jaoge lekin youtube mat chorna warna hamara kya hoga,0,0,2020-10-09T10:36:03Z,9,10,10,"['chicken', 'mutton', 'chordoge', 'tow', 'chalega', 'jyada', 'se', 'jyada', 'duble', 'ho', 'jaoge', 'lekin', 'youtube', 'mat', 'chorna', 'warna', 'hamara', 'kya', 'hoga']","['chicken', 'mutton', 'chordog', 'tow', 'chalega', 'jyada', 'se', 'jyada', 'dubl', 'ho', 'jaog', 'lekin', 'youtub', 'mat', 'chorna', 'warna', 'hamara', 'kya', 'hoga']",0.0,0.0,1.0,0.0,-0.6,0.95,0.3684210526315789,0,0,0,0,neu
1186,Sunita Gaonkar,who is watching during exams,0,0,2020-10-09T06:46:11Z,9,6,10,"['who', 'is', 'watching', 'during', 'exams']","['who', 'is', 'watch', 'dure', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
1187,sanku a,how many started singing with them during everybody,5,0,2020-10-09T06:46:11Z,9,6,10,"['how', 'many', 'started', 'singing', 'with', 'them', 'during', 'everybody']","['how', 'mani', 'start', 'sing', 'with', 'them', 'dure', 'everybodi']",0.0,0.0,1.0,0.0,0.5,0.5,0.5,0,1,0,1,neu
1188,suraj Borah,ashish ka vdo idhr reupload hat,0,0,2020-10-09T06:31:55Z,9,6,10,"['ashish', 'ka', 'vdo', 'idhr', 'reupload', 'hat']","['ashish', 'ka', 'vdo', 'idhr', 'reupload', 'hat']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
1189,Devansh Dhadda,5 33 thats why ashish is still makes video on youtube,1,0,2020-10-09T06:31:55Z,9,6,10,"['5', '33', 'thats', 'why', 'ashish', 'is', 'still', 'makes', 'video', 'on', 'youtube']","['5', '33', 'that', 'whi', 'ashish', 'is', 'still', 'make', 'video', 'on', 'youtub']",0.0,0.0,1.0,0.0,0.0,0.0,0.3636363636363637,0,1,0,1,neu
1190,Bosss,who seing thise in 2020 like thise,2,0,2020-10-09T05:06:32Z,9,5,10,"['who', 'seing', 'thise', 'in', '2020', 'like', 'thise']","['who', 'se', 'thise', 'in', '2020', 'like', 'thise']",0.3612,0.0,0.706,0.294,0.0,0.0,0.0,0,1,0,1,neu
1191,Rekha Ghate,periodic table helina ki rab se faryad,1,0,2020-10-09T05:06:32Z,9,5,10,"['periodic', 'table', 'helina', 'ki', 'rab', 'se', 'faryad']","['period', 'tabl', 'helina', 'ki', 'rab', 'se', 'faryad']",0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0,1,0,1,neu
1192,Laxmi Sharma,first time watching ur show great job man,0,0,2020-10-08T13:41:29Z,8,13,10,"['first', 'time', 'watching', 'ur', 'show', 'great', 'job', 'man']","['first', 'time', 'watch', 'ur', 'show', 'great', 'job', 'man']",0.6249,0.0,0.631,0.369,0.525,0.5416666666666666,1.375,0,0,0,0,neu
1193,sangeeta pawar,sir plz check my tik tok account i have made video of your voice usera75qq9cvzz i know you hate tik tok but plz check,0,0,2020-10-08T13:41:29Z,8,13,10,"['sir', 'plz', 'check', 'my', 'tik', 'tok', 'account', 'i', 'have', 'made', 'video', 'of', 'your', 'voice', 'usera75qq9cvzz', 'i', 'know', 'you', 'hate', 'tik', 'tok', 'but', 'plz', 'check']","['sir', 'plz', 'check', 'my', 'tik', 'tok', 'account', 'i', 'have', 'made', 'video', 'of', 'your', 'voic', 'usera75qq9cvzz', 'i', 'know', 'you', 'hate', 'tik', 'tok', 'but', 'plz', 'check']",-0.1901,0.098,0.7929999999999999,0.109,-0.8,0.9,0.5416666666666666,0,0,0,0,neu
1194,Meena Daberao,i love going to school only if their are no homework and exams,2,0,2020-10-08T07:14:16Z,8,7,10,"['i', 'love', 'going', 'to', 'school', 'only', 'if', 'their', 'are', 'no', 'homework', 'and', 'exams']","['i', 'love', 'go', 'to', 'school', 'onli', 'if', 'their', 'are', 'no', 'homework', 'and', 'exam']",0.4588,0.134,0.61,0.256,0.25,0.8,0.9230769230769228,0,1,0,1,neu
1195,Bijit Das,don t scold hc verma god for me,0,0,2020-10-08T07:14:16Z,8,7,10,"['don', 't', 'scold', 'hc', 'verma', 'god', 'for', 'me']","['don', 't', 'scold', 'hc', 'verma', 'god', 'for', 'me']",-0.1531,0.276,0.51,0.214,0.0,0.0,0.375,0,0,0,0,neu
1196,Somdatta Basu,h c verma deserves those insults tbh,2,0,2020-10-08T02:17:02Z,8,2,10,"['h', 'c', 'verma', 'deserves', 'those', 'insults', 'tbh']","['h', 'c', 'verma', 'deserv', 'those', 'insult', 'tbh']",-0.4215,0.412,0.588,0.0,0.0,0.0,0.0,0,1,0,1,neu
1197,Kashish Saxena,mine was helina ki rab se fariyad and beta mange car scooter baap roye,3,0,2020-10-08T02:17:02Z,8,2,10,"['mine', 'was', 'helina', 'ki', 'rab', 'se', 'fariyad', 'and', 'beta', 'mange', 'car', 'scooter', 'baap', 'roye']","['mine', 'was', 'helina', 'ki', 'rab', 'se', 'fariyad', 'and', 'beta', 'mang', 'car', 'scooter', 'baap', 'roy']",0.0,0.0,1.0,0.0,0.0,0.0,0.21428571428571427,0,1,0,1,neu
1198,Tasmin Karim,the periodic table memorized it the same way,8,0,2020-10-06T08:44:31Z,6,8,10,"['the', 'periodic', 'table', 'memorized', 'it', 'the', 'same', 'way']","['the', 'period', 'tabl', 'memor', 'it', 'the', 'same', 'way']",0.0,0.0,1.0,0.0,0.0,0.125,0.375,0,1,0,1,neu
1199,Kishan Yadav,boat earphones 50 offhttps amzn to 2mvkrqe,1,0,2020-10-06T08:44:31Z,6,8,10,"['boat', 'earphones', '50', 'offhttps', 'amzn', 'to', '2mvkrqe']","['boat', 'earphon', '50', 'offhttp', 'amzn', 'to', '2mvkrqe']",0.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0,1,0,1,neu
1200,suraj dev,abuse to h c verma is not right,0,0,2020-10-06T07:10:23Z,6,7,10,"['abuse', 'to', 'h', 'c', 'verma', 'is', 'not', 'right']","['abus', 'to', 'h', 'c', 'verma', 'is', 'not', 'right']",-0.6369,0.457,0.5429999999999999,0.0,-0.14285714285714285,0.5357142857142857,0.375,0,0,0,0,neu
1201,Esther Karen,my fav video of filter copy,0,0,2020-10-06T07:10:23Z,6,7,10,"['my', 'fav', 'video', 'of', 'filter', 'copy']","['my', 'fav', 'video', 'of', 'filter', 'copi']",0.4588,0.0,0.625,0.375,0.0,0.0,1.0,0,0,0,0,neu
1202,Harsh Seth,4 10 to 4 33 the legendary part,1,0,2020-10-05T15:14:36Z,5,15,10,"['4', '10', 'to', '4', '33', 'the', 'legendary', 'part']","['4', '10', 'to', '4', '33', 'the', 'legendari', 'part']",0.0,0.0,1.0,0.0,1.0,1.0,0.75,0,1,0,1,neu
1203,Prasad D,did anyone notice the change of bill amount from 864 to 648 at 4 54,22,2,2020-10-05T15:14:36Z,5,15,10,"['did', 'anyone', 'notice', 'the', 'change', 'of', 'bill', 'amount', 'from', '864', 'to', '648', 'at', '4', '54']","['did', 'anyon', 'notic', 'the', 'chang', 'of', 'bill', 'amount', 'from', '864', 'to', '648', 'at', '4', '54']",0.0,0.0,1.0,0.0,0.0,0.0,0.4,1,1,1,1,neu
1204,Anime Provider,hit like for ashish chanchalani,0,0,2020-10-03T17:28:19Z,3,17,10,"['hit', 'like', 'for', 'ashish', 'chanchalani']","['hit', 'like', 'for', 'ashish', 'chanchalani']",0.3612,0.0,0.615,0.385,0.0,0.0,0.8,0,0,0,0,neu
1205,SHRIYAAN PRASAD,awesome chanclani,0,0,2020-10-03T17:28:19Z,3,17,10,"['awesome', 'chanclani']","['awesom', 'chanclani']",0.6249,0.0,0.196,0.804,1.0,1.0,0.0,0,0,0,0,pos
1206,Nzk M,going through one nw worst days in malife,3,0,2020-10-03T14:14:08Z,3,14,10,"['going', 'through', 'one', 'nw', 'worst', 'days', 'in', 'malife']","['go', 'through', 'one', 'nw', 'worst', 'day', 'in', 'malif']",-0.6249,0.369,0.631,0.0,-1.0,1.0,0.125,0,1,0,1,neu
1207,Maseerah,great method of memorizing periodic table i mean it really worked,128,0,2020-10-03T14:14:08Z,3,14,10,"['great', 'method', 'of', 'memorizing', 'periodic', 'table', 'i', 'mean', 'it', 'really', 'worked']","['great', 'method', 'of', 'memor', 'period', 'tabl', 'i', 'mean', 'it', 'realli', 'work']",0.6249,0.0,0.687,0.313,0.22916666666666666,0.5458333333333333,0.6363636363636365,0,1,0,1,neu
1208,Youtuber Vikas verma,mst ashish bro,0,0,2020-10-02T19:11:45Z,2,19,10,"['mst', 'ashish', 'bro']","['mst', 'ashish', 'bro']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,neu
1209,Gaurav Parwar,i don t know why always students try to remember the periodic table it s not even asked in exams,19,2,2020-10-02T19:11:45Z,2,19,10,"['i', 'don', 't', 'know', 'why', 'always', 'students', 'try', 'to', 'remember', 'the', 'periodic', 'table', 'it', 's', 'not', 'even', 'asked', 'in', 'exams']","['i', 'don', 't', 'know', 'whi', 'alway', 'student', 'tri', 'to', 'rememb', 'the', 'period', 'tabl', 'it', 's', 'not', 'even', 'ask', 'in', 'exam']",0.0,0.0,1.0,0.0,0.0,0.0,0.25,1,1,1,1,neu
1210,GAMING GIRL,everytime i watch this i feel like i am watching a different video i watch the videos of both ashish and filter copy minimum once to maximum,1,0,2020-10-02T10:32:43Z,2,10,10,"['everytime', 'i', 'watch', 'this', 'i', 'feel', 'like', 'i', 'am', 'watching', 'a', 'different', 'video', 'i', 'watch', 'the', 'videos', 'of', 'both', 'ashish', 'and', 'filter', 'copy', 'minimum', 'once', 'to', 'maximum']","['everytim', 'i', 'watch', 'this', 'i', 'feel', 'like', 'i', 'am', 'watch', 'a', 'differ', 'video', 'i', 'watch', 'the', 'video', 'of', 'both', 'ashish', 'and', 'filter', 'copi', 'minimum', 'onc', 'to', 'maximum']",0.3612,0.0,0.894,0.106,0.0,0.6,0.5925925925925926,0,1,0,1,neu
1211,Lidiya Varghese,ashish desai se ashish sharma kese ban gaye,0,0,2020-10-02T10:32:43Z,2,10,10,"['ashish', 'desai', 'se', 'ashish', 'sharma', 'kese', 'ban', 'gaye']","['ashish', 'desai', 'se', 'ashish', 'sharma', 'kese', 'ban', 'gay']",-0.5574,0.34,0.66,0.0,0.0,0.0,0.0,0,0,0,0,neu
1212,R A R ahmed,ohh shit my nick name rabbi,0,0,2020-10-02T08:54:57Z,2,8,10,"['ohh', 'shit', 'my', 'nick', 'name', 'rabbi']","['ohh', 'shit', 'my', 'nick', 'name', 'rabbi']",-0.5574,0.419,0.581,0.0,-0.2,0.8,0.16666666666666666,0,0,0,0,neu
1213,Zeya Adel Noora,accha legtha hai when you re watching after wasting almost 3 hrs studying 2 lessons that are not for the exams boht hi achhaaa legta hai,1,0,2020-10-02T08:54:57Z,2,8,10,"['accha', 'legtha', 'hai', 'when', 'you', 're', 'watching', 'after', 'wasting', 'almost', '3', 'hrs', 'studying', '2', 'lessons', 'that', 'are', 'not', 'for', 'the', 'exams', 'boht', 'hi', 'achhaaa', 'legta', 'hai']","['accha', 'legtha', 'hai', 'when', 'you', 're', 'watch', 'after', 'wast', 'almost', '3', 'hrs', 'studi', '2', 'lesson', 'that', 'are', 'not', 'for', 'the', 'exam', 'boht', 'hi', 'achhaaa', 'legta', 'hai']",-0.4019,0.105,0.895,0.0,0.0,0.0,0.1153846153846154,0,1,0,1,neu
1214,Harshad M n,if you re studying for exam put a like,1,0,2020-10-01T18:15:02Z,1,18,10,"['if', 'you', 're', 'studying', 'for', 'exam', 'put', 'a', 'like']","['if', 'you', 're', 'studi', 'for', 'exam', 'put', 'a', 'like']",0.3612,0.0,0.737,0.263,0.0,0.0,0.6666666666666666,0,1,0,1,neu
1215,ashu ki duniya,i know khaleesi n cercei i saw that may times,1,0,2020-10-01T18:15:02Z,1,18,10,"['i', 'know', 'khaleesi', 'n', 'cercei', 'i', 'saw', 'that', 'may', 'times']","['i', 'know', 'khaleesi', 'n', 'cercei', 'i', 'saw', 'that', 'may', 'time']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,neu
1216,PRIYANKA PHOLE,ashish u r so sweet,0,0,2020-10-01T16:45:42Z,1,16,10,"['ashish', 'u', 'r', 'so', 'sweet']","['ashish', 'u', 'r', 'so', 'sweet']",0.5095,0.0,0.378,0.622,0.35,0.65,0.2,0,0,0,0,pos
1217,Roshni Shah,hi i ll give you trick for remembering the 20 elements of periodic tablehi hello listen bbc news on friday night na mango allah se pepsi soda cola aur kaha cake,1,0,2020-10-01T16:45:42Z,1,16,10,"['hi', 'i', 'll', 'give', 'you', 'trick', 'for', 'remembering', 'the', '20', 'elements', 'of', 'periodic', 'tablehi', 'hello', 'listen', 'bbc', 'news', 'on', 'friday', 'night', 'na', 'mango', 'allah', 'se', 'pepsi', 'soda', 'cola', 'aur', 'kaha', 'cake']","['hi', 'i', 'll', 'give', 'you', 'trick', 'for', 'rememb', 'the', '20', 'element', 'of', 'period', 'tablehi', 'hello', 'listen', 'bbc', 'news', 'on', 'friday', 'night', 'na', 'mango', 'allah', 'se', 'pepsi', 'soda', 'cola', 'aur', 'kaha', 'cake']",-0.0516,0.04,0.96,0.0,0.0,0.0,0.6129032258064513,0,1,0,1,neu
1218,seema kalra,filter copy aur timelineres to theek par asli baap ashish hai,0,0,2020-10-01T16:44:01Z,1,16,10,"['filter', 'copy', 'aur', 'timelineres', 'to', 'theek', 'par', 'asli', 'baap', 'ashish', 'hai']","['filter', 'copi', 'aur', 'timeliner', 'to', 'theek', 'par', 'asli', 'baap', 'ashish', 'hai']",0.0,0.0,1.0,0.0,0.0,0.0,0.2727272727272727,0,0,0,0,neu
1219,THE BONG ARTIST,who is best 1 filtercopy like 2 ashish chanchlani comment,1,0,2020-10-01T16:44:01Z,1,16,10,"['who', 'is', 'best', '1', 'filtercopy', 'like', '2', 'ashish', 'chanchlani', 'comment']","['who', 'is', 'best', '1', 'filtercopi', 'like', '2', 'ashish', 'chanchlani', 'comment']",0.7717,0.0,0.472,0.528,1.0,0.3,0.4,0,1,0,1,pos
1220,Gayatri Chaudhari,your periodic table tricks helps me a lot for bord exam tysm,1,0,2020-10-01T16:43:01Z,1,16,10,"['your', 'periodic', 'table', 'tricks', 'helps', 'me', 'a', 'lot', 'for', 'bord', 'exam', 'tysm']","['your', 'period', 'tabl', 'trick', 'help', 'me', 'a', 'lot', 'for', 'bord', 'exam', 'tysm']",0.2732,0.115,0.687,0.198,0.0,0.0,0.5,0,1,0,1,neu
1221,Paul 2019,july 2019 anyone,1,0,2020-10-01T16:43:01Z,1,16,10,"['july', '2019', 'anyone']","['juli', '2019', 'anyon']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,neu
1222,Vikash Baibhav,2 26 the most real part,3,0,2020-10-01T08:28:08Z,1,8,10,"['2', '26', 'the', 'most', 'real', 'part']","['2', '26', 'the', 'most', 'real', 'part']",0.0,0.0,1.0,0.0,0.35,0.4,0.16666666666666666,0,1,0,1,neu
1223,Fidha,the mother reminds me of kantha ben in kal ho na ho,6,0,2020-10-01T08:28:08Z,1,8,10,"['the', 'mother', 'reminds', 'me', 'of', 'kantha', 'ben', 'in', 'kal', 'ho', 'na', 'ho']","['the', 'mother', 'remind', 'me', 'of', 'kantha', 'ben', 'in', 'kal', 'ho', 'na', 'ho']",0.0,0.0,1.0,0.0,0.0,0.0,0.25,0,1,0,1,neu
1224,Rashi,ashish,4,0,2020-10-01T05:15:05Z,1,5,10,['ashish'],['ashish'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,neu
1225,Vaibhav,copy copy and copy,0,0,2020-10-01T05:15:05Z,1,5,10,"['copy', 'copy', 'and', 'copy']","['copi', 'copi', 'and', 'copi']",0.0,0.0,1.0,0.0,0.0,0.0,2.25,0,0,0,0,neu
1226,soumya chatterjee,who is watching this video on 2019 leave a like,11,1,2020-09-30T18:24:03Z,30,18,9,"['who', 'is', 'watching', 'this', 'video', 'on', '2019', 'leave', 'a', 'like']","['who', 'is', 'watch', 'this', 'video', 'on', '2019', 'leav', 'a', 'like']",0.3182,0.112,0.654,0.234,0.0,0.0,0.5,1,1,1,1,neu
1227,Vikki Kumar,i am disliking this video and unscribe filtercopy and ashish chanchlani channel because ashish abused hc verma sir,1,0,2020-09-30T18:24:03Z,30,18,9,"['i', 'am', 'disliking', 'this', 'video', 'and', 'unscribe', 'filtercopy', 'and', 'ashish', 'chanchlani', 'channel', 'because', 'ashish', 'abused', 'hc', 'verma', 'sir']","['i', 'am', 'dislik', 'this', 'video', 'and', 'unscrib', 'filtercopi', 'and', 'ashish', 'chanchlani', 'channel', 'becaus', 'ashish', 'abus', 'hc', 'verma', 'sir']",-0.6808,0.272,0.728,0.0,0.0,0.0,0.2777777777777778,0,1,0,1,neu
1228,Dev Pandit,every thing is goood but to abuse legend teacher like hc verma is not good,16,0,2020-09-30T10:19:05Z,30,10,9,"['every', 'thing', 'is', 'goood', 'but', 'to', 'abuse', 'legend', 'teacher', 'like', 'hc', 'verma', 'is', 'not', 'good']","['everi', 'thing', 'is', 'goood', 'but', 'to', 'abus', 'legend', 'teacher', 'like', 'hc', 'verma', 'is', 'not', 'good']",-0.769,0.369,0.4970000000000001,0.135,-0.35,0.6000000000000001,0.7999999999999999,0,1,0,1,neu
1229,bhrigu sharma,you are making nice videos chanchalani but please dont be making fun with god like your are doing in this video agar tujhe lgta h bhagwan exam m rakhsa n krta tohallah mazar pr chadar chadane ka video bna leta i know tu mumbai wala shayad god ko na maanta ho but tu dusra pk mat bn otherwise i will charge pil against you on court if you doing again i warn you,0,0,2020-09-30T10:19:05Z,30,10,9,"['you', 'are', 'making', 'nice', 'videos', 'chanchalani', 'but', 'please', 'dont', 'be', 'making', 'fun', 'with', 'god', 'like', 'your', 'are', 'doing', 'in', 'this', 'video', 'agar', 'tujhe', 'lgta', 'h', 'bhagwan', 'exam', 'm', 'rakhsa', 'n', 'krta', 'tohallah', 'mazar', 'pr', 'chadar', 'chadane', 'ka', 'video', 'bna', 'leta', 'i', 'know', 'tu', 'mumbai', 'wala', 'shayad', 'god', 'ko', 'na', 'maanta', 'ho', 'but', 'tu', 'dusra', 'pk', 'mat', 'bn', 'otherwise', 'i', 'will', 'charge', 'pil', 'against', 'you', 'on', 'court', 'if', 'you', 'doing', 'again', 'i', 'warn', 'you']","['you', 'are', 'make', 'nice', 'video', 'chanchalani', 'but', 'pleas', 'dont', 'be', 'make', 'fun', 'with', 'god', 'like', 'your', 'are', 'do', 'in', 'this', 'video', 'agar', 'tujh', 'lgta', 'h', 'bhagwan', 'exam', 'm', 'rakhsa', 'n', 'krta', 'tohallah', 'mazar', 'pr', 'chadar', 'chadan', 'ka', 'video', 'bna', 'leta', 'i', 'know', 'tu', 'mumbai', 'wala', 'shayad', 'god', 'ko', 'na', 'maanta', 'ho', 'but', 'tu', 'dusra', 'pk', 'mat', 'bn', 'otherwis', 'i', 'will', 'charg', 'pil', 'against', 'you', 'on', 'court', 'if', 'you', 'do', 'again', 'i', 'warn', 'you']",0.8046,0.066,0.764,0.171,0.45,0.6,0.4931506849315068,0,0,0,0,neu
1230,Umar Farooq,please play pubgmobile in real life,0,0,2020-09-29T12:55:38Z,29,12,9,"['please', 'play', 'pubgmobile', 'in', 'real', 'life']","['pleas', 'play', 'pubgmobil', 'in', 'real', 'life']",0.5719,0.0,0.46,0.54,0.2,0.30000000000000004,1.5,0,0,0,0,pos
1231,Hina Honey,the first boy is work in filter copy,0,0,2020-09-29T12:55:38Z,29,12,9,"['the', 'first', 'boy', 'is', 'work', 'in', 'filter', 'copy']","['the', 'first', 'boy', 'is', 'work', 'in', 'filter', 'copi']",0.0,0.0,1.0,0.0,0.25,0.3333333333333333,1.25,0,0,0,0,neu
1232,RIFLEMAN Gamer,3 40 look at ashish s face,1,0,2020-09-29T11:25:20Z,29,11,9,"['3', '40', 'look', 'at', 'ashish', 's', 'face']","['3', '40', 'look', 'at', 'ashish', 's', 'face']",0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0,1,0,1,neu
1233,Shrishti,only copies video and sent in youtube unlike and dont subscribe,0,0,2020-09-29T11:25:20Z,29,11,9,"['only', 'copies', 'video', 'and', 'sent', 'in', 'youtube', 'unlike', 'and', 'dont', 'subscribe']","['onli', 'copi', 'video', 'and', 'sent', 'in', 'youtub', 'unlik', 'and', 'dont', 'subscrib']",0.0,0.0,1.0,0.0,0.0,1.0,0.2727272727272727,0,0,0,0,neu
1234,Priyanka Gupta,it was a filter copy video or ashish chanchlani,1,0,2020-09-29T10:09:20Z,29,10,9,"['it', 'was', 'a', 'filter', 'copy', 'video', 'or', 'ashish', 'chanchlani']","['it', 'was', 'a', 'filter', 'copi', 'video', 'or', 'ashish', 'chanchlani']",0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666667,0,1,0,1,neu
1235,jieana nagpal,physics mei doubt nahi physics hi ek doubt hai like karo if u also dont like physics,0,0,2020-09-29T10:09:20Z,29,10,9,"['physics', 'mei', 'doubt', 'nahi', 'physics', 'hi', 'ek', 'doubt', 'hai', 'like', 'karo', 'if', 'u', 'also', 'dont', 'like', 'physics']","['physic', 'mei', 'doubt', 'nahi', 'physic', 'hi', 'ek', 'doubt', 'hai', 'like', 'karo', 'if', 'u', 'also', 'dont', 'like', 'physic']",0.0,0.227,0.545,0.227,0.0,0.0,0.1176470588235294,0,0,0,0,neu
1236,Komal Padihar,nice bro,0,0,2020-09-29T05:59:46Z,29,5,9,"['nice', 'bro']","['nice', 'bro']",0.4215,0.0,0.263,0.737,0.6,1.0,1.0,0,0,0,0,pos
1237,Sheema Imran,bro 3 30 to 3 40 is amazing,0,0,2020-09-29T05:59:46Z,29,5,9,"['bro', '3', '30', 'to', '3', '40', 'is', 'amazing']","['bro', '3', '30', 'to', '3', '40', 'is', 'amaz']",0.5859,0.0,0.568,0.4320000000000001,0.6000000000000001,0.9,0.125,0,0,0,0,neu
1238,Ismail Zakaria,who is here for aashish chanchlani,1,0,2020-09-29T04:24:28Z,29,4,9,"['who', 'is', 'here', 'for', 'aashish', 'chanchlani']","['who', 'is', 'here', 'for', 'aashish', 'chanchlani']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,neu
1239,Mannan Morvi,0 50 in my town they charge 1 per black and white paper,1,0,2020-09-29T04:24:28Z,29,4,9,"['0', '50', 'in', 'my', 'town', 'they', 'charge', '1', 'per', 'black', 'and', 'white', 'paper']","['0', '50', 'in', 'my', 'town', 'they', 'charg', '1', 'per', 'black', 'and', 'white', 'paper']",0.0,0.0,1.0,0.0,-0.08333333333333333,0.21666666666666667,0.7692307692307692,0,1,0,1,neu
1240,Manish sharma,evey mom is this tiyp i love my mom,3,0,2020-09-28T11:49:23Z,28,11,9,"['evey', 'mom', 'is', 'this', 'tiyp', 'i', 'love', 'my', 'mom']","['evey', 'mom', 'is', 'this', 'tiyp', 'i', 'love', 'my', 'mom']",0.6369,0.0,0.625,0.375,0.5,0.6,1.4444444444444446,0,1,0,1,neu
1241,nafisa rahman,who is bangali like hear,15,0,2020-09-28T11:49:23Z,28,11,9,"['who', 'is', 'bangali', 'like', 'hear']","['who', 'is', 'bangali', 'like', 'hear']",0.3612,0.0,0.615,0.385,0.0,0.0,1.0,0,1,0,1,neu
1242,HIMAN DAS   H D,anyone notice thor t shirt,2,0,2020-09-28T10:16:29Z,28,10,9,"['anyone', 'notice', 'thor', 't', 'shirt']","['anyon', 'notic', 'thor', 't', 'shirt']",0.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0,1,0,1,neu
1243,Sweet Lollipop,btw each one should pay 171 for the pizza see i am a born mathematician and tomorrow is my math exam,1,0,2020-09-28T10:16:29Z,28,10,9,"['btw', 'each', 'one', 'should', 'pay', '171', 'for', 'the', 'pizza', 'see', 'i', 'am', 'a', 'born', 'mathematician', 'and', 'tomorrow', 'is', 'my', 'math', 'exam']","['btw', 'each', 'one', 'should', 'pay', '171', 'for', 'the', 'pizza', 'see', 'i', 'am', 'a', 'born', 'mathematician', 'and', 'tomorrow', 'is', 'my', 'math', 'exam']",-0.1027,0.07200000000000001,0.928,0.0,0.0,0.0,0.8095238095238095,0,1,0,1,neu
1244,Mayoon Mani,very true,0,0,2020-09-27T20:13:14Z,27,20,9,"['very', 'true']","['veri', 'true']",0.4754,0.0,0.244,0.7559999999999999,0.455,0.8450000000000001,1.0,0,0,0,0,pos
1245,VAIBHAV srivastava,mast tha bha,0,0,2020-09-27T20:13:14Z,27,20,9,"['mast', 'tha', 'bha']","['mast', 'tha', 'bha']",0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,neu
1246,NSC SPEED CUBING,pay some respect to mr hc verma u guys don t know what he means to all other science students especially the jee aspirants it is not just comedy,0,0,2020-09-27T12:01:38Z,27,12,9,"['pay', 'some', 'respect', 'to', 'mr', 'hc', 'verma', 'u', 'guys', 'don', 't', 'know', 'what', 'he', 'means', 'to', 'all', 'other', 'science', 'students', 'especially', 'the', 'jee', 'aspirants', 'it', 'is', 'not', 'just', 'comedy']","['pay', 'some', 'respect', 'to', 'mr', 'hc', 'verma', 'u', 'guy', 'don', 't', 'know', 'what', 'he', 'mean', 'to', 'all', 'other', 'scienc', 'student', 'especi', 'the', 'jee', 'aspir', 'it', 'is', 'not', 'just', 'comedi']",0.1506,0.115,0.784,0.101,-0.0625,0.6875,0.4482758620689656,0,0,0,0,neu
